filename,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10,x11,y11,x12,y12,x13,y13,x14,y14
05317.jpg,32.55813953488372,71.62790697674419,82.04651162790698,50.79069767441861,188.8372093023256,46.88372093023256,222.69767441860466,58.6046511627907,50.79069767441861,96.37209302325581,79.44186046511628,89.86046511627907,102.88372093023257,93.76744186046513,169.30232558139537,88.55813953488372,188.8372093023256,84.65116279069768,207.06976744186048,84.65116279069768,147.16279069767444,134.13953488372093,102.88372093023257,192.74418604651163,147.16279069767444,192.74418604651163,186.2325581395349,183.62790697674419
04767.jpg,42.5,80.0,97.5,67.5,140.0,55.0,202.5,40.0,50.0,97.5,80.0,97.5,107.5,102.5,165.0,82.5,182.5,72.5,215.0,70.0,140.0,165.0,112.5,200.0,147.5,200.0,185.0,190.0
05241.jpg,47.38461538461539,63.17948717948718,100.51282051282051,63.17948717948718,170.87179487179486,58.87179487179487,203.8974358974359,58.87179487179487,47.38461538461539,101.94871794871796,71.7948717948718,94.76923076923077,99.07692307692308,94.76923076923077,182.35897435897436,83.28205128205128,199.5897435897436,80.41025641025641,206.76923076923077,80.41025641025641,134.97435897435898,145.02564102564102,106.25641025641026,193.84615384615384,127.7948717948718,193.84615384615384,160.82051282051282,190.97435897435898
03849.jpg,41.674418604651166,68.15503875968992,96.37209302325581,62.07751937984496,168.86821705426357,56.0,224.43410852713177,54.263565891472865,66.4186046511628,91.16279069767442,88.12403100775194,85.95348837209302,108.09302325581395,91.16279069767442,164.96124031007753,85.08527131782945,184.49612403100775,78.57364341085271,202.72868217054264,81.6124031007752,142.3875968992248,147.1627906976744,104.62015503875969,195.7829457364341,145.42635658914728,196.65116279069767,181.89147286821705,191.44186046511626
00952.jpg,45.5,66.5,105.0,56.0,178.5,59.5,231.0,56.0,63.0,87.5,84.0,87.5,101.5,87.5,168.0,91.0,192.5,84.0,206.5,80.5,136.5,150.5,108.5,196.0,143.5,196.0,171.5,192.5
02364.jpg,74.45350734094616,46.5905383360522,119.673735725938,42.93637846655791,190.92985318107668,59.836867862969,225.64437194127242,76.73735725938009,68.97226753670473,74.91027732463296,93.1810766721044,79.47797716150082,120.58727569331158,85.41598694942904,180.88091353996737,95.92169657422512,202.34910277324633,98.20554649265905,217.42251223491027,103.2300163132137,164.43719412724306,138.85807504078304,93.6378466557912,192.30016313213702,151.64763458401305,197.78140293637847,191.38662316476345,199.15171288743883
03895.jpg,39.199999999999996,74.19999999999999,95.19999999999999,74.19999999999999,155.39999999999998,68.6,211.39999999999998,50.4,61.599999999999994,96.6,98.0,88.19999999999999,107.8,91.0,159.6,88.19999999999999,191.79999999999998,72.8,203.0,72.8,137.2,163.79999999999998,109.19999999999999,182.0,161.0,190.39999999999998,196.0,172.2
03839.jpg,25.88235294117647,98.82352941176471,94.11764705882354,80.0,155.29411764705884,56.470588235294116,192.94117647058823,40.0,49.411764705882355,110.58823529411765,72.94117647058823,103.52941176470588,96.47058823529412,103.52941176470588,152.94117647058823,77.64705882352942,164.7058823529412,70.58823529411765,188.23529411764707,63.529411764705884,157.64705882352942,145.88235294117646,105.88235294117648,202.3529411764706,157.64705882352942,188.23529411764707,185.88235294117646,160.0
02650.jpg,41.939655172413794,71.50862068965517,102.58620689655172,64.56896551724138,162.02586206896552,52.5,222.67241379310343,43.14655172413793,54.008620689655174,96.85344827586206,82.37068965517241,96.85344827586206,101.07758620689656,89.00862068965517,163.23275862068965,86.29310344827586,190.38793103448276,84.78448275862068,213.01724137931035,78.14655172413794,141.8103448275862,140.0,111.9396551724138,198.23275862068965,152.3706896551724,190.08620689655172,192.80172413793102,185.86206896551724
03226.jpg,52.5,71.16666666666667,109.66666666666667,61.833333333333336,159.83333333333334,57.16666666666667,232.16666666666669,59.50000000000001,71.16666666666667,85.16666666666667,92.16666666666667,80.5,108.5,84.0,163.33333333333334,85.16666666666667,191.33333333333334,79.33333333333334,207.66666666666669,80.5,127.16666666666667,142.33333333333334,103.83333333333334,200.66666666666669,134.16666666666669,200.66666666666669,169.16666666666669,200.66666666666669
04930.jpg,35.32710280373831,90.28037383177569,88.4485981308411,81.64485981308411,151.77570093457942,64.37383177570092,199.4018691588785,38.72897196261682,58.87850467289719,102.84112149532709,84.5233644859813,94.99065420560747,91.58878504672896,92.63551401869158,158.8411214953271,76.14953271028037,182.91588785046727,69.86915887850466,191.55140186915887,65.15887850467288,149.42056074766353,157.5327102803738,112.78504672897195,205.15887850467288,161.98130841121494,194.1682242990654,195.47663551401868,181.607476635514
02910.jpg,65.33333333333333,79.33333333333333,98.0,65.33333333333333,140.0,51.333333333333336,189.77777777777777,45.111111111111114,73.11111111111111,104.22222222222223,84.0,90.22222222222223,101.11111111111111,88.66666666666667,160.22222222222223,80.88888888888889,175.77777777777777,74.66666666666667,203.77777777777777,76.22222222222223,101.11111111111111,119.77777777777779,102.66666666666667,197.55555555555557,121.33333333333333,185.11111111111111,163.33333333333334,188.22222222222223
01084.jpg,57.22627737226278,59.27007299270073,108.32116788321169,61.313868613138695,167.59124087591243,61.313868613138695,232.99270072992704,65.4014598540146,59.27007299270073,85.83941605839416,81.75182481751825,81.75182481751825,106.27737226277372,85.83941605839416,179.85401459854018,89.92700729927009,200.29197080291974,81.75182481751825,220.7299270072993,89.92700729927009,143.06569343065695,143.06569343065695,108.32116788321169,188.029197080292,143.06569343065695,188.029197080292,169.63503649635038,192.1167883211679
03539.jpg,53.89121338912133,52.71966527196653,124.18410041841004,60.92050209205021,179.2468619246862,69.1213389121339,236.65271966527195,71.4644351464435,71.4644351464435,78.49372384937239,99.58158995815899,77.32217573221757,121.84100418410041,84.35146443514644,178.07531380753136,94.89539748953975,196.82008368200837,91.3807531380753,222.5941422594142,94.89539748953975,146.44351464435147,156.98744769874477,92.55230125523012,181.5899581589958,142.928870292887,194.47698744769875,174.56066945606693,188.61924686192467
